_id,sample_id,task_id,annotator,central_node,query,entity_annotations,slider_state,notes,status,template
69dc130a9ef2781f4bc53410,69dc130a9ef2781f4bc5340f,69dc130a9ef2781f4bc5340e,,ghidra.framework.protocol.ghidra.GhidraProtocolHandler,Show the main and supporting classes responsible for providing the extension point for Ghidra protocol extensions via Ghidra URLs,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc131e9ef2781f4bc53413,69dc131e9ef2781f4bc53412,69dc131e9ef2781f4bc53411,,ghidra.program.model.listing.InstructionStub,Show the main and supporting classes involved in providing fallback Instruction interface implementations for testing,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc132b9ef2781f4bc53416,69dc132b9ef2781f4bc53415,69dc132b9ef2781f4bc53414,,org.jkiss.dbeaver.model.qm.QMExecutionHandler,Show the main and supporting classes involved in handling query execution events during DBC operations,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc13389ef2781f4bc53419,69dc13389ef2781f4bc53418,69dc13389ef2781f4bc53417,,org.nd4j.linalg.minimal.bindings.Nd4jMinimal.scatter_nd_sub,Show the main and supporting classes involved in subtracting update elements from an input array at specified indices,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc13479ef2781f4bc5341c,69dc13479ef2781f4bc5341b,69dc13479ef2781f4bc5341a,,org.apache.flink.test.streaming.runtime.BroadcastStateITCase.TestKeyedBroadcastProcessFunction,Show the main and supporting classes involved in storing elements in broadcast state and verifying results via timer firing,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc135d9ef2781f4bc5341f,69dc135d9ef2781f4bc5341e,69dc135d9ef2781f4bc5341d,,org.apache.hadoop.yarn.server.resourcemanager.webapp.TestRMWebServicesCapacitySchedulerMixedModeAbsoluteAndPercentageVector,Show the main and supporting classes involved in configuring queues for capacity scheduler testing with mixed absolute and percentage modes,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc13719ef2781f4bc53422,69dc13719ef2781f4bc53421,69dc13719ef2781f4bc53420,,org.apache.hadoop.security.UserGroupInformation.AutoRenewalForUserCredsRunnable,Show the main and supporting classes responsible for encapsulating Kerberos TGT auto-renewal functionality,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc13789ef2781f4bc53425,69dc13789ef2781f4bc53424,69dc13789ef2781f4bc53423,,org.apache.hadoop.fs.slive.ConfigMerger,Show the main and supporting classes involved in merging configuration options from files and command line with validation,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc137f9ef2781f4bc53428,69dc137f9ef2781f4bc53427,69dc137f9ef2781f4bc53426,,org.apache.flink.table.runtime.operators.deduplicate.RowTimeDeduplicateKeepFirstRowFunction,Show the main and supporting classes involved in deduplicating data on keys while keeping only the first row based on row time,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc13899ef2781f4bc5342b,69dc13899ef2781f4bc5342a,69dc13899ef2781f4bc53429,,org.apache.hadoop.hdfs.server.namenode.sps.DatanodeCacheManager,Show the main and supporting classes involved in caching and periodically refreshing datanode storage reports,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc13919ef2781f4bc5342e,69dc13919ef2781f4bc5342d,69dc13919ef2781f4bc5342c,,ghidra.program.model.symbol.ExternalLocation,Show the main and supporting classes responsible for defining locations within external programs identified by name and label or address,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc139c9ef2781f4bc53431,69dc139c9ef2781f4bc53430,69dc139c9ef2781f4bc5342f,,ghidra.debug.api.progress.MonitorReceiver,Show the main and supporting classes involved in receiving and monitoring published task status for user cancellation,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc13a29ef2781f4bc53434,69dc13a29ef2781f4bc53433,69dc13a29ef2781f4bc53432,,org.apache.hadoop.fs.s3a.impl.streams.StreamFactoryRequirements,Show the main and supporting classes involved in declaring threading and vector IO requirements for stream factories and filesystem adaptation,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc13c29ef2781f4bc53437,69dc13c29ef2781f4bc53436,69dc13c29ef2781f4bc53435,,org.apache.hadoop.fs.s3a.audit.TestLoggingAuditor,Show the main and supporting classes involved in detecting unaudited operations by throwing exceptions on unaudited spans,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc13cb9ef2781f4bc5343a,69dc13cb9ef2781f4bc53439,69dc13cb9ef2781f4bc53438,,org.apache.hadoop.yarn.api.records.UpdateContainerError,Show the main and supporting classes involved in notifying ApplicationMaster of UpdateContainerRequest failures with reasons,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc13d79ef2781f4bc5343d,69dc13d79ef2781f4bc5343c,69dc13d79ef2781f4bc5343b,,ghidra.graph.viewer.vertex.VertexClickListener,Show the main and supporting classes involved in notifying clients of vertex clicks without requiring direct mouse plugin interaction,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc13e39ef2781f4bc53440,69dc13e39ef2781f4bc5343f,69dc13e39ef2781f4bc5343e,,org.apache.hadoop.tools.dynamometer.workloadgenerator.WorkloadDriver,Show the main and supporting classes involved in launching map-only jobs for generating generic workloads against a NameNode,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc13ec9ef2781f4bc53443,69dc13ec9ef2781f4bc53442,69dc13ec9ef2781f4bc53441,,org.apache.hadoop.fs.s3a.audit.AuditFailureException,Show the main and supporting classes involved in wrapping audit failures as CredentialInitializationException for proper exception translation to AccessDeniedException,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc13f39ef2781f4bc53446,69dc13f39ef2781f4bc53445,69dc13f39ef2781f4bc53444,,org.apache.flink.api.common.operators.CompilerHints,Show the main and supporting classes involved in providing behavior hints to the compiler for estimating intermediate result sizes,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc13fa9ef2781f4bc53449,69dc13fa9ef2781f4bc53448,69dc13fa9ef2781f4bc53447,,ghidra.app.plugin.core.function.tags.FunctionTagMergeTest,Show the main and supporting classes involved in testing the combined merging of function tags and listings,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc14019ef2781f4bc5344c,69dc14019ef2781f4bc5344b,69dc14019ef2781f4bc5344a,,ghidra.graph.viewer.layout.GridPoint,Show the main and supporting classes responsible for storing row and column information for points in a GridLocationMap to simplify grid-to-layout space translation,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc140b9ef2781f4bc5344f,69dc140b9ef2781f4bc5344e,69dc140b9ef2781f4bc5344d,,ghidra.features.base.memsearch.gui.MemoryScanControlPanel,Show the main and supporting classes involved in managing controls for the memory scan feature via a detachable internal panel,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc14199ef2781f4bc53452,69dc14199ef2781f4bc53451,69dc14199ef2781f4bc53450,,org.nd4j.linalg.minimal.bindings.Nd4jMinimal.unsorted_segment_sqrt_n,Show the main and supporting classes involved in computing sums along tensor segments divided by the square root of segment count,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc14239ef2781f4bc53455,69dc14239ef2781f4bc53454,69dc14239ef2781f4bc53453,,org.apache.hadoop.yarn.server.nodemanager.WindowsSecureContainerExecutor.WindowsSecureWrapperScriptBuilder,Show the main and supporting classes involved in building shell script wrappers that do not create PID files for WindowsSecureContainerExecutor,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,True
69dc142d9ef2781f4bc53456,69dc13fa9ef2781f4bc53448,69dc13fa9ef2781f4bc53447,RuslanAbliazov,ghidra.app.plugin.core.function.tags.FunctionTagMergeTest,Show the main and supporting classes involved in testing the combined merging of function tags and listings,"{""ghidra.app.plugin.core.function.tags.FunctionTagMergeTest"": ""required"", ""ghidra.program.model.listing.FunctionTagManager"": ""required"", ""ghidra.program.model.listing.FunctionTag"": ""required"", ""ghidra.app.merge.listing.VerticalChoicesPanel"": ""irrelevant"", ""ghidra.program.database.function.FunctionManagerDB"": ""irrelevant"", ""ghidra.program.model.listing.Function"": ""irrelevant"", ""ghidra.program.model.address.AddressFactory"": ""irrelevant"", ""ghidra.program.model.address.Address"": ""irrelevant"", ""ghidra.app.merge.tool.ListingMergePanel"": ""required"", ""ghidra.program.model.listing.Program"": ""required""}","{""bc_threshold"": 0, ""calls_threshold"": 0.00282417}",,Finalized,False
69dd22f29ef2781f4bc53494,69daa5869ef2781f4bc533f7,69daa5869ef2781f4bc533f6,TRuslan,ghidra.program.model.address.AddressSetViewAdapter,Show the main and supporting classes involved in providing read-only access to an address set,"{""ghidra.app.plugin.exceptionhandlers.gcc.structures.gccexcepttable.LSDACallSiteTable"": ""irrelevant"", ""ghidra.app.util.opinion.MemorySection"": ""irrelevant"", ""ghidra.dbg.jdi.rmi.jpda.JdiConnector"": ""irrelevant"", ""ghidra.program.model.address.AddressRange"": ""required"", ""ghidra.program.model.address.AddressSet"": ""required"", ""ghidra.program.model.address.AddressSetViewAdapter"": ""required"", ""ghidra.program.util.AddressCorrelationRange"": ""irrelevant"", ""ghidra.trace.database.listing.DBTraceCodeSpace"": ""irrelevant"", ""ghidra.trace.model.ImmutableTraceAddressSnapRange"": ""irrelevant"", ""ghidra.app.plugin.exceptionhandlers.gcc.structures.gccexcepttable.LSDAHeader"": ""irrelevant""}","{""bc_threshold"": 8e-08, ""calls_threshold"": 0.00024558}",,Finalized,False
69dd230e9ef2781f4bc53497,69dc13ec9ef2781f4bc53442,69dc13ec9ef2781f4bc53441,TRuslan,org.apache.hadoop.fs.s3a.audit.AuditFailureException,Show the main and supporting classes involved in wrapping audit failures as CredentialInitializationException for proper exception translation to AccessDeniedException,{},"{""bc_threshold"": 0, ""calls_threshold"": 0}",,Not Annotated,False
69dd311d9ef2781f4bc534fe,69d2d31b9ef2781f4bc530d8,69d2d31b9ef2781f4bc530d7,TRuslan,org.apache.hadoop.yarn.server.nodemanager.WindowsSecureContainerExecutor.WindowsSecureWrapperScriptBuilder,Show the main and supporting classes involved in building shell script wrappers that do not create PID files for WindowsSecureContainerExecutor,"{""org.apache.hadoop.fs.Path"": ""useful"", ""org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor.LocalWrapperScriptBuilder"": ""required"", ""org.apache.hadoop.yarn.server.nodemanager.WindowsSecureContainerExecutor.WindowsSecureWrapperScriptBuilder"": ""irrelevant""}","{""bc_threshold"": 0, ""calls_threshold"": 0}",,Finalized,False
69de4c669ef2781f4bc53510,69dc12f39ef2781f4bc53409,69dc12f39ef2781f4bc53408,AndrewRatkov,org.apache.flink.table.runtime.operators.join.stream.utils.AssociatedRecords,Show the main and supporting classes involved in wrapping and providing access to records associated with an input row,"{""org.apache.flink.table.data.utils.JoinedRowData"": ""required"", ""org.apache.flink.table.runtime.operators.join.stream.utils.AssociatedRecords"": ""required"", ""org.apache.flink.table.runtime.operators.join.stream.utils.JoinHelper"": ""required"", ""org.apache.flink.table.runtime.operators.join.stream.asyncprocessing.AsyncStateStreamingJoinOperator.AsyncStateJoinHelper"": ""required"", ""org.apache.flink.table.runtime.operators.join.stream.asyncprocessing.AsyncStateStreamingJoinOperator"": ""required"", ""org.apache.flink.api.java.tuple.Tuple2"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.asyncprocessing.state.JoinRecordAsyncStateViews.InputSideHasNoUniqueKey"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.asyncprocessing.state.OuterJoinRecordAsyncStateViews.InputSideHasUniqueKey"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.asyncprocessing.state.OuterJoinRecordAsyncStateViews.InputSideHasNoUniqueKey"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.asyncprocessing.state.OuterJoinRecordAsyncStateViews.JoinKeyContainsUniqueKey"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.asyncprocessing.state.JoinRecordAsyncStateViews.JoinKeyContainsUniqueKey"": ""irrelevant"", ""org.apache.flink.api.common.state.v2.StateFuture"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.utils.OuterRecord"": ""useful"", ""org.apache.flink.table.runtime.operators.join.stream.asyncprocessing.state.JoinRecordAsyncStateView"": ""useful"", ""org.apache.flink.table.runtime.operators.join.stream.asyncprocessing.state.OuterJoinRecordAsyncStateView"": ""useful"", ""org.apache.flink.table.runtime.operators.join.stream.state.JoinRecordStateView"": ""useful"", ""org.apache.flink.table.runtime.operators.join.stream.utils.AssociatedRecords.RecordsIterable"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.state.JoinRecordStateViews.InputSideHasUniqueKey"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.state.JoinRecordStateViews.JoinKeyContainsUniqueKey"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.state.JoinRecordStateViews.InputSideHasNoUniqueKey"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.AbstractStreamingJoinOperator"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.state.JoinRecordStateViews"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.state.OuterJoinRecordStateView"": ""irrelevant"", ""org.apache.flink.table.runtime.generated.JoinCondition"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.asyncprocessing.AbstractAsyncStateStreamingJoinOperator"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.StreamingSemiAntiJoinOperator"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.StreamingJoinOperator"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.MiniBatchStreamingJoinOperator"": ""irrelevant"", ""org.apache.flink.table.runtime.operators.join.stream.asyncprocessing.state.JoinRecordAsyncStateViews.InputSideHasUniqueKey"": ""irrelevant""}","{""bc_threshold"": 0, ""calls_threshold"": 0}",,Finalized,False
69de545f9ef2781f4bc5369c,69dc12fd9ef2781f4bc5340c,69dc12fd9ef2781f4bc5340b,AndrewRatkov,org.apache.flink.streaming.api.functions.windowing.delta.extractor.Extractor,Show the main and supporting classes responsible for extracting or converting one data type to another,"{""org.apache.flink.streaming.api.functions.windowing.delta.extractor.Extractor"": ""required"", ""org.apache.flink.streaming.api.functions.windowing.delta.extractor.ConcatenatedExtractTest"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple22"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple13"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple24"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple15"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple20"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple6"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple21"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple23"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple4"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple12"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple3"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple25"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple2"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple5"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple8"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple7"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple10"": ""irrelevant"", ""org.apache.flink.streaming.api.functions.windowing.delta.ExtractionAwareDeltaFunction"": ""useful"", ""org.apache.flink.streaming.api.functions.windowing.delta.DeltaFunction"": ""useful"", ""org.apache.flink.streaming.api.functions.windowing.delta.EuclideanDistance"": ""irrelevant"", ""org.apache.flink.api.java.tuple.Tuple"": ""irrelevant"", ""org.apache.flink.streaming.api.functions.windowing.delta.extractor.FieldsFromArray"": ""useful"", ""org.apache.flink.streaming.api.functions.windowing.delta.extractor.FieldFromTuple"": ""useful"", ""org.apache.flink.streaming.api.functions.windowing.delta.extractor.FieldFromArray"": ""useful"", ""org.apache.flink.streaming.api.functions.windowing.delta.extractor.ConcatenatedExtract"": ""useful"", ""org.apache.flink.streaming.api.functions.windowing.delta.extractor.FieldsFromTuple"": ""useful"", ""org.apache.flink.streaming.api.functions.windowing.delta.extractor.ArrayFromTuple"": ""useful""}","{""bc_threshold"": 0, ""calls_threshold"": 0}",,Finalized,False
69de5de09ef2781f4bc5374c,69dc130a9ef2781f4bc5340f,69dc130a9ef2781f4bc5340e,AndrewRatkov,ghidra.framework.protocol.ghidra.GhidraProtocolHandler,Show the main and supporting classes responsible for providing the extension point for Ghidra protocol extensions via Ghidra URLs,"{""ghidra.framework.protocol.ghidra.GhidraProtocolConnector"": ""required"", ""ghidra.framework.protocol.ghidra.DefaultGhidraProtocolHandler"": ""required"", ""ghidra.framework.protocol.ghidra.GhidraProtocolHandler"": ""required"", ""ghidra.framework.protocol.ghidra.Handler"": ""required"", ""ghidra.app.plugin.core.checksums.ChecksumAlgorithm"": ""irrelevant"", ""sarif.handlers.SarifRunHandler"": ""irrelevant"", ""ghidra.app.plugin.core.reloc.RelocationFixupHandler"": ""irrelevant"", ""ghidra.file.crypto.Decryptor"": ""irrelevant"", ""ghidra.framework.ModuleInitializer"": ""irrelevant"", ""ghidra.debug.api.emulation.EmulatorFactory"": ""irrelevant"", ""ghidra.app.util.viewer.field.FieldFactory"": ""irrelevant"", ""ghidra.app.plugin.core.overview.OverviewColorService"": ""irrelevant"", ""ghidra.app.util.viewer.field.FieldMouseHandlerExtension"": ""irrelevant"", ""ghidra.app.services.Analyzer"": ""irrelevant"", ""ghidra.framework.plugintool.util.PluginPackage"": ""irrelevant"", ""ghidra.features.base.replace.SearchAndReplaceHandler"": ""irrelevant"", ""ghidra.app.util.exporter.Exporter"": ""irrelevant"", ""ghidra.app.analyzers.PatternConstraint"": ""irrelevant"", ""ghidra.framework.plugintool.Plugin"": ""irrelevant"", ""ghidra.util.classfinder.ExtensionPoint"": ""useful"", ""ghidra.app.util.bin.format.coff.relocation.CoffRelocationHandler"": ""irrelevant"", ""ghidra.graph.viewer.layout.LayoutProviderExtensionPoint"": ""irrelevant"", ""ghidra.app.util.recognizer.Recognizer"": ""irrelevant"", ""ghidra.debug.spi.tracermi.TraceRmiLaunchOpinion"": ""irrelevant"", ""ghidra.program.util.DiscoverableAddressCorrelator"": ""irrelevant"", ""ghidra.util.search.InstructionSkipper"": ""irrelevant"", ""ghidra.feature.vt.api.main.VTProgramCorrelatorFactory"": ""irrelevant"", ""ghidra.framework.cmd.BinaryAnalysisCommand"": ""irrelevant"", ""docking.widgets.table.constraint.ColumnConstraintProvider"": ""irrelevant"", ""ghidra.program.model.reloc.RelocationHandler"": ""irrelevant""}","{""bc_threshold"": 0, ""calls_threshold"": 0}",Я уже красный,Finalized,False
69de9f739ef2781f4bc537e0,69dc131e9ef2781f4bc53412,69dc131e9ef2781f4bc53411,AndrewRatkov,ghidra.program.model.listing.InstructionStub,Show the main and supporting classes involved in providing fallback Instruction interface implementations for testing,"{""ghidra.program.model.data.DataUtilitiesTest.MyInstruction"": ""required"", ""ghidra.program.model.address.Address"": ""required"", ""ghidra.program.database.code.InstructionDB"": ""irrelevant"", ""ghidra.program.database.code.CodeUnitRecordIterator"": ""irrelevant"", ""ghidra.program.model.lang.Register"": ""irrelevant"", ""ghidra.program.model.lang.InstructionContext"": ""irrelevant"", ""ghidra.program.model.lang.InstructionPrototype"": ""irrelevant"", ""ghidra.program.model.lang.ProcessorContext"": ""irrelevant"", ""ghidra.program.model.lang.RegisterValue"": ""irrelevant"", ""ResolveX86orX64LinuxSyscallsScript"": ""required"", ""ghidra.program.model.listing.CodeUnit"": ""required"", ""ghidra.program.model.listing.Instruction"": ""irrelevant"", ""ghidra.program.model.listing.InstructionStub"": ""useful"", ""ghidra.program.model.listing.Program"": ""useful"", ""ghidra.program.model.pcode.PcodeOp"": ""useful"", ""ghidra.trace.model.listing.TraceInstruction"": ""irrelevant"", ""ghidra.program.model.symbol.Symbol"": ""irrelevant"", ""ghidra.program.model.symbol.ReferenceIterator"": ""irrelevant"", ""ghidra.program.model.symbol.Reference"": ""irrelevant"", ""ghidra.program.model.symbol.RefType"": ""irrelevant"", ""ghidra.program.model.symbol.FlowType"": ""irrelevant"", ""ghidra.program.model.symbol.ExternalReference"": ""irrelevant"", ""ghidra.program.model.scalar.Scalar"": ""useful"", ""ghidra.util.Saveable"": ""irrelevant"", ""sarif.export.code.SarifCodeWriter"": ""irrelevant"", ""ghidra.pcode.emulate.Emulate"": ""irrelevant"", ""ghidra.app.util.pdb.pdbapplicator.PdbStubProgram.PdbInstructionStub"": ""irrelevant"", ""ghidra.app.util.PseudoInstruction"": ""irrelevant"", ""datagraph.data.graph.CodeDegVertex"": ""irrelevant"", ""AssemblyThrasherDevScript.AllMatchByTextSelector"": ""useful""}","{""bc_threshold"": 0, ""calls_threshold"": 0}",,Finalized,False
